Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
"Air-Max-1-Powerwall-Pink","Air Max 1 Powerwall Pink","Air Max 1 Powerwall Pink<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13398349799&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-max-1-powerwall-pink"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 1, Powerwall, Pink","men","TRUE","https://stockx.imgix.net/Nike-Air-Max-1-Powerwall-Pink.jpg",,,,,,,,"9000.00",,,,,,,"1"
"adidas-NMD-HU-Pharrell-Friends-and-Family-Pink","adidas NMD HU Pharrell Friends and Family Pink","adidas NMD HU Pharrell Friends and Family Pink<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13386109941&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-nmd-hu-pharrell-friends-and-family-pink"" target=""_blank"">StockX</a></h3>","Physical","adidas, NMD, HU, Pharrell, Friends, and, Family, Pink","men","TRUE","https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Friends-and-Family-Pink.png",,,,,,,,"8974.00",,,,,,,"1"
"LeBron-4-Fruity-Pebbles","LeBron 4 Fruity Pebbles","LeBron 4 Fruity Pebbles<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12678998158&type=15&murl=https%3A%2F%2Fstockx.com%2Flebron-4-fruity-pebbles"" target=""_blank"">StockX</a></h3>","Physical","LeBron, 4, Fruity, Pebbles","men","TRUE","https://stockx.imgix.net/Nike-Lebron-4-Fruity-Pebbles.jpg",,,,,,,,"8750.00",,,,,,,"1"
"Jordan-2-Retro-Legends-Of-Summer","Jordan 2 Retro Legends Of Summer","Jordan 2 Retro Legends Of Summer<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13533436767&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-2-retro-legends-of-summer"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 2, Retro, Legends, Of, Summer","men","TRUE","https://stockx.imgix.net/Air-Jordan-2-Retro-Legends-Of-Summer.png",,,,,,,,"8500.00",,,,,,,"1"
"Jordan-1-Retro-Legends-of-Summer-Red-Glitter","Jordan 1 Retro Legends of Summer Red Glitter","Jordan 1 Retro Legends of Summer Red Glitter<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13279338840&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-og-legends-of-summer-red-glitter"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Legends, of, Summer, Red, Glitter","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-High-OG-Legends-Of-Summer-Red-Glitter.png",,,,,,,,"8500.00",,,,,,,"1"
"Jordan-1-Retro-Legends-Of-Summer-Black","Jordan 1 Retro Legends Of Summer Black","Jordan 1 Retro Legends Of Summer Black<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13394396408&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-og-legends-of-summer-black"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Legends, Of, Summer, Black","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-High-OG-Legends-Of-Summer-Black.png",,,,,,,,"8500.00",,,,,,,"1"
"Jordan-5-Retro-Quai-54-Friends-and-Family","Jordan 5 Retro Quai 54 Friends and Family","Jordan 5 Retro Quai 54 Friends and Family<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13131578714&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-5-retro-quai-54-friends-and-family"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 5, Retro, Quai, 54, Friends, and, Family","men","TRUE","https://stockx.imgix.net/Air-Jordan-5-Retro-Quai-54-Friends-and-Family-1.jpg",,,,,,,,"8500.00",,,,,,,"1"
"Cavs-Court-SPO---LeBron-1-Air-Zoom-Generation-Retro-First-Game-2017","Cavs Court SPO - LeBron 1 Air Zoom Generation Retro First Game (2017)","The Cavs Championship Court-Nike LeBron SPO includes one pair of limited edition Nike Air Zoom Generation Retro sneakers and one Cavs organization championship ring, in a commemorative sneaker box crafted from hardwood taken directly the Cavs court from their championship season, with an exclusive lucite authentication tag that encases a piece from the 2016 championship court.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042252304&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-lebron-1-air-zoom-generation-retro-first-game-2017-cavs-court-pack"" target=""_blank"">StockX</a></h3>","Physical","Cavs, Court, SPO, -, LeBron, 1, Air, Zoom, Generation, Retro, First, Game, 2017","men","TRUE","https://stockx.imgix.net/1-full-package.JPG",,,,,,,,"8500.00",,,,,,,"1"
"Jordan-5-Retro-Transformers","Jordan 5 Retro Transformers","Jordan 5 Retro Transformers<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12790494292&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-5-retro-transformers"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 5, Retro, Transformers","men","TRUE","https://stockx.imgix.net/Air-Jordan-5-Retro-Transformers.png",,,,,,,,"8484.00",,,,,,,"1"
"Kobe-9-Elite-Premium-Low-HTM-Milan-White-Multi-Color","Kobe 9 Elite Premium Low HTM Milan White Multi-Color","Kobe 9 Elite Premium Low HTM Milan White Multi-Color<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13181775282&type=15&murl=https%3A%2F%2Fstockx.com%2Fkobe-9-elite-premium-low-htm-milan-white-multi-color"" target=""_blank"">StockX</a></h3>","Physical","Kobe, 9, Elite, Premium, Low, HTM, Milan, White, Multi-Color","men","TRUE","https://stockx.imgix.net/Nike-Kobe-9-Elite-Low-HTM-White-Multi-Color.jpg",,,,,,,,"8000.00",,,,,,,"1"
"Jordan-Space-Jam-Pack-11/XXX1","Jordan Space Jam Pack 11/XXX1","Jordan Space Jam Pack 11/XXX1<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13596624680&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-space-jam-pack-retro-11-xxx1"" target=""_blank"">StockX</a></h3>","Physical","Jordan, Space, Jam, Pack, 11/XXX1","men","TRUE","https://stockx.imgix.net/Air-Jordan-Space-Jam-Pack-Retro-11-XXX1.jpg",,,,,,,,"8000.00",,,,,,,"1"
"adidas-Human-Race-NMD-Pharrell-x-Chanel","adidas Human Race NMD Pharrell x Chanel","adidas Human Race NMD Pharrell x Chanel<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042270918&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-human-race-nmd-pharrell-x-chanel"" target=""_blank"">StockX</a></h3>","Physical","adidas, Human, Race, NMD, Pharrell, x, Chanel","men","TRUE","https://stockx.imgix.net/Adidas-Human-Race-NMD-Pharrell-x-Chanel-Black.png",,,,,,,,"8000.00",,,,,,,"1"
"Jordan-14-Retro-OVO-Gods-Plan","Jordan 14 Retro OVO God's Plan","Jordan 14 Retro OVO God's Plan<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13536847488&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-14-retro-ovo-gods-plan"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 14, Retro, OVO, Gods, Plan","men","TRUE","https://stockx.imgix.net/Air-Jordan-14-Retro-OVO-Gods-Plan.png",,,,,,,,"8000.00",,,,,,,"1"
"Jordan-8-Retro-Ray-Allen","Jordan 8 Retro Ray Allen","Jordan 8 Retro Ray Allen<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13509498105&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-8-retro-ray-allen"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 8, Retro, Ray, Allen","men","TRUE","https://stockx.imgix.net/Air-Jordan-8-Retro-Ray-Allen.png",,,,,,,,"7999.00",,,,,,,"1"
"Nike-Air-MAG-Back-To-the-Future-2011","Nike Air MAG Back To the Future (2011)","Nike Air MAG Back To the Future (2011)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679309226&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-mag-back-to-the-future"" target=""_blank"">StockX</a></h3>","Physical","Nike, Air, MAG, Back, To, the, Future, 2011","men","TRUE","https://stockx.imgix.net/Nike-Air-Mag-Back-To-The-Future-BTTF.jpg",,,,,,,,"7900.00",,,,,,,"1"
"Nike-Dunk-SB-Low-Yellow-Lobster","Nike Dunk SB Low Yellow Lobster","Nike Dunk SB Low Yellow Lobster<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13215541276&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-dunk-sb-low-yellow-lobster"" target=""_blank"">StockX</a></h3>","Physical","Nike, Dunk, SB, Low, Yellow, Lobster","men","TRUE","https://stockx.imgix.net/Nike-Dunk-SB-Low-Yellow-Lobster.jpg",,,,,,,,"7900.00",,,,,,,"1"
"Nike-Dunk-High-Coraline-Special-Box","Nike Dunk High Coraline (Special Box)","Nike Dunk High Coraline (Special Box)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13497253009&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-dunk-high-coraline-special-box"" target=""_blank"">StockX</a></h3>","Physical","Nike, Dunk, High, Coraline, Special, Box","men","TRUE","https://stockx.imgix.net/Nike-Dunk-High-Coraline-Special-Box.jpg",,,,,,,,"7000.00",,,,,,,"1"
"Kobe-1-Protro-Undefeated-Flight-Jacket","Kobe 1 Protro Undefeated Flight Jacket","Kobe 1 Protro Undefeated Flight Jacket<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13398390954&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-kobe-1-protro-undefeated-flight-jacket"" target=""_blank"">StockX</a></h3>","Physical","Kobe, 1, Protro, Undefeated, Flight, Jacket","men","TRUE","https://stockx.imgix.net/Nike-Kobe-1-Protro-Undefeated-Flight-Jacket.png",,,,,,,,"7000.00",,,,,,,"1"
"LeBron-8-112-Pack-Clark-Kent","LeBron 8 112 Pack (Clark Kent)","LeBron 8 112 Pack (Clark Kent)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13221137872&type=15&murl=https%3A%2F%2Fstockx.com%2Flebron-8-112-pack-clark-kent"" target=""_blank"">StockX</a></h3>","Physical","LeBron, 8, 112, Pack, Clark, Kent","men","TRUE","https://stockx.imgix.net/Nike-Lebron-8-112-Clark-Kent.jpg",,,,,,,,"7000.00",,,,,,,"1"
"Jordan-5-Retro-Oregon-Ducks","Jordan 5 Retro Oregon Ducks","Jordan 5 Retro Oregon Ducks<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12126090125&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-5-retro-oregon-ducks"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 5, Retro, Oregon, Ducks","men","TRUE","https://stockx.imgix.net/Air-Jordan-5-Retro-Oregon-Ducks.jpg",,,,,,,,"6995.00",,,,,,,"1"
"Air-Force-1-Low-Playstation-2009","Air Force 1 Low Playstation (2009)","Air Force 1 Low Playstation (2009)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13398380017&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-low-playstation-2009"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, Low, Playstation, 2009","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-Low-Playstation-2009.png",,,,,,,,"6900.00",,,,,,,"1"
"Jordan-13-Retro-Oregon-Ducks-PE","Jordan 13 Retro Oregon Ducks PE","Jordan 13 Retro Oregon Ducks PE<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12678932990&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-13-retro-oregon-ducks-pe"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 13, Retro, Oregon, Ducks, PE","men","TRUE","https://stockx.imgix.net/Air-Jordan-13-Retro-Oregon-Ducks-PE.png",,,,,,,,"6500.00",,,,,,,"1"
"Jordan-1-Retro-Legends-of-Summer-Red","Jordan 1 Retro Legends of Summer Red","Jordan 1 Retro Legends of Summer Red<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13221135858&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-og-legends-of-summer-red"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Legends, of, Summer, Red","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-High-OG-Legends-Of-Summer-Red-Product.jpg",,,,,,,,"6399.00",,,,,,,"1"
"Jordan-4-Retro-Oregon-Ducks","Jordan 4 Retro Oregon Ducks","Jordan 4 Retro Oregon Ducks<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679096706&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-4-retro-oregon-ducks"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Oregon, Ducks","men","TRUE","https://stockx.imgix.net/Air-Jordan-4-Retro-Oregon-Ducks.png",,,,,,,,"6000.00",,,,,,,"1"
"Jordan-3-Retro-Oregon-Ducks-Pit-Crew-White","Jordan 3 Retro Oregon Ducks Pit Crew White","Athletes at the University of Oregon are envied in the sneaker world because of the exclusive ""Ducks"" colorways and at the Air Jordan 3 Oregon Ducks ""Pit Crew"" is at the top of the cop list for many. The Pit Crew is the nickname given to the upwards of 1500 crazed fans in the student section of Oregon's home games across all of Oregon's athletics. Back in 2011, Jason Williams (the ex-Oregon football player) worked with legendary designer, and Oregon Ducks Alum, Tinker Hatfield to create the Pit Crew Jordan 3. Both a white version and a black version were created in an effort to honor and inspire ""Pit Crew"" students. Those students that attended a certain amount of events, ""earn"" their pair by showing support for Oregon athletics. Both AJ3 Oregon Ducks Pit Crew colorway features the school's green and yellow colors. Each colorway of the Pit Crew Jordan 3 features the Oregon ""O"" logo stitched into the tongue and duck feet stitched into the heel. The black colorway features an additional logo stitched into the ankle featuring the image of two hands clapping. Of course, there is no real way of knowing how many of these rare Oregon Ducks Jordan 3s actually exist but the hype around them was unparallelled back when they were first seen in late 2011. The Pit Crew Jordan 3 was also seen on the feet of athletes and celebrities like Dwyane Wade, Chi McBride, Kevin Durant, Carmelo Anthony and more. It seems, no matter where you actually went to school, the Jordan 3 Retro Oregon Ducks ""Pit Crew"" is a must have.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12703164112&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-3-retro-oregon-ducks-pit-crew-white"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, Oregon, Ducks, Pit, Crew, White","men","TRUE","https://stockx.imgix.net/Air-Jordan-3-Retro-Oregon-Ducks-Pit-Crew-White.jpg",,,,,,,,"6000.00",,,,,,,"1"
"Jordan-6-Retro-Brazil-World-Cup-Reflective","Jordan 6 Retro Brazil World Cup Reflective","Jordan 6 Retro Brazil World Cup Reflective<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13478540726&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-6-retro-brazil-world-cup-reflective"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 6, Retro, Brazil, World, Cup, Reflective","men","TRUE","https://stockx.imgix.net/Air-Jordan-6-Retro-Brazil-World-Cup-Reflective.png",,,,,,,,"6000.00",,,,,,,"1"
"adidas-NMD-R1-Friends-and-Family-Pitch-Black-Rimowa-Set-W/-Accessories","adidas NMD R1 Friends and Family Pitch Black (Rimowa Set W/ Accessories)","adidas NMD R1 Friends and Family Pitch Black (Rimowa Set W/ Accessories)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13430739623&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-friends-and-family-pitch-black-special-box"" target=""_blank"">StockX</a></h3>","Physical","adidas, NMD, R1, Friends, and, Family, Pitch, Black, Rimowa, Set, W/, Accessories","men","TRUE","https://stockx.imgix.net/Adidas-NMD-R1-Friends-And-Family-Pitch-Black-Special-Box.png",,,,,,,,"6000.00",,,,,,,"1"
"adidas-NMD-R1-Pharrell-HU-Friends-and-Family-Burgundy","adidas NMD R1 Pharrell HU Friends and Family Burgundy","adidas NMD R1 Pharrell HU Friends and Family Burgundy<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12719363442&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-nmd-hu-pharrell-williams-friends-and-family-burgundy"" target=""_blank"">StockX</a></h3>","Physical","adidas, NMD, R1, Pharrell, HU, Friends, and, Family, Burgundy","men","TRUE","https://stockx.imgix.net/Adidas-NMD-HU-Pharrell-Williams-Friends-and-Family-Burgundy.png",,,,,,,,"6000.00",,,,,,,"1"
"Zoom-Soldier-II-Summit-Lake-Hornets","Zoom Soldier II Summit Lake Hornets","Zoom Soldier II Summit Lake Hornets<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13398381114&type=15&murl=https%3A%2F%2Fstockx.com%2Fzoom-soldier-ii-summit-lake-hornets"" target=""_blank"">StockX</a></h3>","Physical","Zoom, Soldier, II, Summit, Lake, Hornets","men","TRUE","https://stockx.imgix.net/Nike-Lebron-Zoom-Soldier-II-Summit-Lake-Hornets.jpg",,,,,,,,"5715.00",,,,,,,"1"
"Kyrie-1-Pepsi-Uncle-Drew","Kyrie 1 Pepsi Uncle Drew","Kyrie 1 Pepsi Uncle Drew<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13430739520&type=15&murl=https%3A%2F%2Fstockx.com%2Fkyrie-1-uncle-drew"" target=""_blank"">StockX</a></h3>","Physical","Kyrie, 1, Pepsi, Uncle, Drew","men","TRUE","https://stockx.imgix.net/Nike-Kyrie-1-Pepsi-Uncle-Drew.png",,,,,,,,"5500.00",,,,,,,"1"
"Jordan-4-OG-Black-Cement-1989","Jordan 4 OG Black Cement (1989)","One of the most iconic moments in Michael Jordan's career came wearing the Nike Air Jordan 4 ""Black Cement"" in 1989. On May 7th, 1989, Michael Jordan and the Bulls were facing the Cleveland Cavaliers. With just seconds to go, MJ catches an inbound pass turns dribbles to the foul line, jumps, floats, hesitates and knocks down ""The Shot"" over Craig Ehlo. The photo of this shot and subsequent leaping celebration by MJ, whether from your own memory or an image on the Internet, will forever make the 1989 Black Cement Air Jordan 4 one of the most important sneakers in history. Of course, it was Tinker Hatfield's design expertise that started the Air Jordan 4 down its legendary path. Whether its the mesh side panel, visible Air unit in the heel, plastic heel tab, lace stays, the extended length of the AJ4 tongue that mimicked Michael's own or the scripted ""Flight"" under the Jumpman logo, there are seemingly countless details that nearly every sneakerhead has come to love over the years on the AJ4. The black nubuck upper, grey midsole and red details make the OG Jordan 4 ""Bred"" colorway one of the greatest. The Original 1989 Nike Air Jordan 4 Black Cement may have been nicknamed different things over the years but nobody would argue that it is one of the classics.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13560347058&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-4-og-black-cement-1989"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, OG, Black, Cement, 1989","men","TRUE","https://stockx.imgix.net/Air-Jordan-4-OG-Black-Cement-1989.jpg",,,,,,,,"5500.00",,,,,,,"1"
"Air-Force-1-High-Vlone-Paris-Fashion-Week","Air Force 1 High Vlone Paris Fashion Week","Air Force 1 High Vlone Paris Fashion Week<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042325254&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-high-vlone-black-red-gold"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, High, Vlone, Paris, Fashion, Week","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-High-Vlone-Black-Red-Gold.png",,,,,,,,"5500.00",,,,,,,"1"
"Air-Yeezy-2-Red-October","Air Yeezy 2 Red October","Air Yeezy 2 Red October<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12800292084&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-yeezy-2-red-october"" target=""_blank"">StockX</a></h3>","Physical","Air, Yeezy, 2, Red, October","men","TRUE","https://stockx.imgix.net/Nike-Air-Yeezy-2-Red-October-Product.jpg",,,,,,,,"5100.00",,,,,,,"1"
"Air-Max-1-Atmos-Animal-Pack-2007","Air Max 1 Atmos Animal Pack (2007)","Air Max 1 Atmos Animal Pack (2007)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13528940812&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-max-1-atmos-animal-pack-2007"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 1, Atmos, Animal, Pack, 2007","men","TRUE","https://stockx.imgix.net/Nike-Air-Max-1-Atmos-Animal-Pack-2007.png",,,,,,,,"5000.00",,,,,,,"1"
"Jordan-3-Retro-DJ-Khaled-Grateful","Jordan 3 Retro DJ Khaled Grateful","This Air Jordan 3 Retro is known as the ""Grateful"" edition. Made in collaboration with DJ Khaled, they were made to commemorate the release of the Jordan Brand ambassador's ""Grateful"" album. They come in a university red, black and cement grey colorway. Sporting a red-based leather upper with white and black accents and elephant print detailing in its usual places. Khaled's ""We The Best"" phrase is found behind the ""Jumpman"" on the back heel and insoles while custom hash tags are found on the inside of the back flaps. Their release date was June 23rd, 2017 where a limited number of pairs were given away to random people who purchased the ""Grateful"" album and entered the contest. Other than that, no other pairs were available to the public or at retail, the rest were given to ""friends & family"" of DJ Khaled and Jordan Brand. Those of you looking to add the ""Grateful"" Air Jordan 3 Retro to their collection can buy a pair online now. If you're one of the fortunate to have been blessed with a pair but no longer want them, you can hit up the marketplace and sell them.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13101820904&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-3-retro-dj-khaled-grateful"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, DJ, Khaled, Grateful","men","TRUE","https://stockx.imgix.net/Air-Jordan-3-Retro-DJ-Khaled-Grateful.png",,,,,,,,"5000.00",,,,,,,"1"
"UA-Curry-3Zer0-LTD-Gold-Signed","UA Curry 3Zer0 LTD Gold (Signed)","UA Curry 3Zer0 LTD Gold (Signed)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679013030&type=15&murl=https%3A%2F%2Fstockx.com%2Funder-armour-curry-3zer0-ltd-gold-signed"" target=""_blank"">StockX</a></h3>","Physical","UA, Curry, 3Zer0, LTD, Gold, Signed","men","TRUE","https://stockx.imgix.net/Under-Armour-Curry-3Zer0-LTD-Gold-Signed.png",,,,,,,,"5000.00",,,,,,,"1"
