Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
"Jordan-1-Retro-Legends-of-Summer-Red-Glitter","Jordan 1 Retro Legends of Summer Red Glitter","Jordan 1 Retro Legends of Summer Red Glitter<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13253978694&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-og-legends-of-summer-red-glitter"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Legends, of, Summer, Red, Glitter","men","TRUE","http://stockx.imgix.net/Air-Jordan-1-Retro-High-OG-Legends-Of-Summer-Red-Glitter.png",,,,,,,,"8500.00",,,,,,,"1"
"Cavs-Court-SPO-LeBron-1-Air-Zoom-Generation-Retro-First-Game-2017","Cavs Court SPO - LeBron 1 Air Zoom Generation Retro First Game (2017)","The Cavs Championship Court-Nike LeBron SPO includes one pair of limited edition Nike Air Zoom Generation Retro sneakers and one Cavs organization championship ring, in a commemorative sneaker box crafted from hardwood taken directly the Cavs court from their championship season, with an exclusive lucite authentication tag that encases a piece from the 2016 championship court.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042277660&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-lebron-1-air-zoom-generation-retro-first-game-2017-cavs-court-pack"" target=""_blank"">StockX</a></h3>","Physical","Cavs, Court, SPO, LeBron, 1, Air, Zoom, Generation, Retro, First, Game, 2017","men","TRUE","http://stockx.imgix.net/1-full-package.JPG",,,,,,,,"8500.00",,,,,,,"1"
"Jordan-5-Retro-Transformers","Jordan 5 Retro Transformers","Jordan 5 Retro Transformers<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12790494292&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-5-retro-transformers"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 5, Retro, Transformers","men","TRUE","http://stockx.imgix.net/Air-Jordan-5-Retro-Transformers.png",,,,,,,,"8484.00",,,,,,,"1"
"Jordan-4-Retro-Oregon-Ducks","Jordan 4 Retro Oregon Ducks","Jordan 4 Retro Oregon Ducks<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209452870&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-4-retro-oregon-ducks"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Oregon, Ducks","men","TRUE","http://stockx.imgix.net/Air-Jordan-4-Retro-Oregon-Ducks.png",,,,,,,,"8000.00",,,,,,,"1"
"Jordan-3-Retro-Oregon-Ducks-Pit-Crew-White","Jordan 3 Retro Oregon Ducks Pit Crew White","Athletes at the University of Oregon are envied in the sneaker world because of the exclusive ""Ducks"" colorways and at the Air Jordan 3 Oregon Ducks ""Pit Crew"" is at the top of the cop list for many. The Pit Crew is the nickname given to the upwards of 1500 crazed fans in the student section of Oregon's home games across all of Oregon's athletics. Back in 2011, Jason Williams (the ex-Oregon football player) worked with legendary designer, and Oregon Ducks Alum, Tinker Hatfield to create the Pit Crew Jordan 3. Both a white version and a black version were created in an effort to honor and inspire ""Pit Crew"" students. Those students that attended a certain amount of events, ""earn"" their pair by showing support for Oregon athletics. Both AJ3 Oregon Ducks Pit Crew colorway features the school's green and yellow colors. Each colorway of the Pit Crew Jordan 3 features the Oregon ""O"" logo stitched into the tongue and duck feet stitched into the heel. The black colorway features an additional logo stitched into the ankle featuring the image of two hands clapping. Of course, there is no real way of knowing how many of these rare Oregon Ducks Jordan 3s actually exist but the hype around them was unparallelled back when they were first seen in late 2011. The Pit Crew Jordan 3 was also seen on the feet of athletes and celebrities like Dwyane Wade, Chi McBride, Kevin Durant, Carmelo Anthony and more. It seems, no matter where you actually went to school, the Jordan 3 Retro Oregon Ducks ""Pit Crew"" is a must have.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679031580&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-3-retro-oregon-ducks-pit-crew-white"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, Oregon, Ducks, Pit, Crew, White","men","TRUE","http://stockx.imgix.net/Air-Jordan-3-Retro-Oregon-Ducks-Pit-Crew-White.jpg",,,,,,,,"8000.00",,,,,,,"1"
"Jordan-Space-Jam-Pack-11XXX1","Jordan Space Jam Pack 11/XXX1","Jordan Space Jam Pack 11/XXX1<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13533433109&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-space-jam-pack-retro-11-xxx1"" target=""_blank"">StockX</a></h3>","Physical","Jordan, Space, Jam, Pack, 11XXX1","men","TRUE","http://stockx.imgix.net/Air-Jordan-Space-Jam-Pack-Retro-11-XXX1.jpg",,,,,,,,"8000.00",,,,,,,"1"
"adidas-Ultra-Boost-Uncaged-Parley-For-the-Oceans","adidas Ultra Boost Uncaged Parley For the Oceans","adidas Ultra Boost Uncaged Parley For the Oceans<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679095576&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-ultra-boost-uncaged-parley-for-the-oceans"" target=""_blank"">StockX</a></h3>","Physical","adidas, Ultra, Boost, Uncaged, Parley, For, the, Oceans","men","TRUE","http://stockx.imgix.net/Adidas-Ultra-Boost-Uncaged-Parley-For-The-Oceans.png",,,,,,,,"7999.00",,,,,,,"1"
"Jordan-8-Retro-Ray-Allen","Jordan 8 Retro Ray Allen","Jordan 8 Retro Ray Allen<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13218164302&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-8-retro-ray-allen"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 8, Retro, Ray, Allen","men","TRUE","http://stockx.imgix.net/Air-Jordan-8-Retro-Ray-Allen.png",,,,,,,,"7999.00",,,,,,,"1"
"Jordan-8-Retro-Ray-Allen-Boston-Celtics-PE-Away","Jordan 8 Retro Ray Allen Boston Celtics PE Away","Jordan 8 Retro Ray Allen Boston Celtics PE Away<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13158522382&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-8-retro-ray-allen-boston-celtics-pe-away"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 8, Retro, Ray, Allen, Boston, Celtics, PE, Away","men","TRUE","http://stockx.imgix.net/Air-Jordan-8-Retro-Ray-Allen-Boston-Celtics-PE-Away.png",,,,,,,,"7500.00",,,,,,,"1"
"adidas-NMD-R1-Overkill-Firestarter","adidas NMD R1 Overkill Firestarter","adidas NMD R1 Overkill Firestarter<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679088210&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-overkill-firestarter"" target=""_blank"">StockX</a></h3>","Physical","adidas, NMD, R1, Overkill, Firestarter","men","TRUE","http://stockx.imgix.net/Adidas-NMD-R1-Overkill-Firestarter.jpg",,,,,,,,"7500.00",,,,,,,"1"
"Nike-Dunk-SB-Low-Freddy-Krueger","Nike Dunk SB Low Freddy Krueger","Nike Dunk SB Low Freddy Krueger<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13420900173&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-dunk-sb-low-freddy-krueger"" target=""_blank"">StockX</a></h3>","Physical","Nike, Dunk, SB, Low, Freddy, Krueger","men","TRUE","http://stockx.imgix.net/Nike-Dunk-SB-Low-Freddy-Krueger.jpg",,,,,,,,"7000.00",,,,,,,"1"
"Jordan-5-Retro-Oregon-Ducks","Jordan 5 Retro Oregon Ducks","Jordan 5 Retro Oregon Ducks<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209507621&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-5-retro-oregon-ducks"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 5, Retro, Oregon, Ducks","men","TRUE","http://stockx.imgix.net/Air-Jordan-5-Retro-Oregon-Ducks.jpg",,,,,,,,"7000.00",,,,,,,"1"
